0 0 45894.820440844836
0 1 45894.820440844836
0 2 52226.215123449671
0 3 55370.427241542064
0 4 60988.519254494691
0 5 62877.887697997903
0 6 67272.036672516319
0 7 68248.388129825078
0 8 71500.047493844802
0 9 71691.586974045786
0 10 73884.181752509394
0 11 73436.096235980614
0 12 74660.269047480731
0 13 73707.998610605719
0 14 74062.885566882309
0 15 72731.844254442083
0 16 72322.123835068225
0 17 70724.850984421661
0 18 69658.488829969254
0 19 67893.264530062457
0 20 66279.179505064778
0 21 64429.384714779029
0 22 62375.150599531167
0 23 60509.363420141599
0 24 58119.020563659018
0 25 56291.710261427615
0 26 53663.754575496692
0 27 51916.427996567327
0 28 49142.042567350538
0 29 47504.694641434668
0 30 44666.280373048779
0 31 43159.009011843671
0 32 40329.056682980292
0 33 38963.718947799236
0 34 36204.047036002674
0 35 34985.855548331303
0 36 32347.218171453947
0 37 31276.201841149486
0 38 28798.251290204069
0 39 27870.530149354076
0 40 25582.10066094888
0 41 24790.948826866865
0 42 22710.613986274708
0 43 22047.305887904931
0 44 20184.152369149742
0 45 19638.60423934372
0 46 17993.159925056196
0 47 17554.390618789374
0 48 16119.645419681363
0 49 15776.087804782866
0 50 14538.550197710358
0 51 14278.24697013984
0 52 13218.987274038827
0 53 13029.704461093479
0 54 12125.349920109466
0 55 11994.627639850627
0 56 11218.213145685149
0 57 11133.416923610594
0 58 10456.276233471524
0 59 10405.91811302767
0 60 9783.6032304828605
0 61 9710.2930652491978
0 62 9225.5687303934592
0 63 10000
1 0 45894.820440844836
1 1 45894.820440844836
1 2 52226.215123449671
1 3 55370.427241542064
1 4 60988.519254494691
1 5 62877.887697997903
1 6 67272.036672516319
1 7 68248.388129825078
1 8 71500.047493844802
1 9 71691.586974045786
1 10 73884.181752509394
1 11 73436.096235980614
1 12 74660.269047480731
1 13 73707.998610605719
1 14 74062.885566882309
1 15 72731.844254442083
1 16 72322.123835068225
1 17 70724.850984421661
1 18 69658.488829969254
1 19 67893.264530062457
1 20 66279.179505064778
1 21 64429.384714779029
1 22 62375.150599531167
1 23 60509.363420141599
1 24 58119.020563659018
1 25 56291.710261427615
1 26 53663.754575496692
1 27 51916.427996567327
1 28 49142.042567350538
1 29 47504.694641434668
1 30 44666.280373048779
1 31 43159.009011843671
1 32 40329.056682980292
1 33 38963.718947799236
1 34 36204.047036002674
1 35 34985.855548331303
1 36 32347.218171453947
1 37 31276.201841149486
1 38 28798.251290204069
1 39 27870.530149354076
1 40 25582.10066094888
1 41 24790.948826866865
1 42 22710.613986274708
1 43 22047.305887904931
1 44 20184.152369149742
1 45 19638.60423934372
1 46 17993.159925056196
1 47 17554.390618789374
1 48 16119.645419681363
1 49 15776.087804782866
1 50 14538.550197710358
1 51 14278.24697013984
1 52 13218.987274038827
1 53 13029.704461093479
1 54 12125.349920109466
1 55 11994.627639850627
1 56 11218.213145685149
1 57 11133.416923610594
1 58 10456.276233471524
1 59 10405.91811302767
1 60 9783.6032304828605
1 61 9710.2930652491978
1 62 9225.5687303934592
1 63 10000
2 0 23842.34172158689
2 1 23842.34172158689
2 2 30159.249829719131
2 3 33376.943717200105
2 4 39076.114337698928
2 5 41129.032956742121
2 6 45690.028870687784
2 7 46908.950419811212
2 8 50406.68550025508
2 9 50912.405470395679
2 10 53423.212612791562
2 11 53352.679410653524
2 12 54959.2369532128
2 13 54438.94751179951
2 14 55231.52236175361
2 15 54377.397640576099
2 16 54451.15340740246
2 17 53365.970074123994
2 18 52819.000207684105
2 19 51591.286003235189
2 20 50522.576532448351
2 21 49226.23649122061
2 22 47733.651775553153
2 23 46428.301744645389
2 24 44606.653831663105
2 25 43338.514508755048
2 26 41277.773713768423
2 27 40080.974901875357
2 28 37864.680327237045
2 29 36762.825107371595
2 30 34466.747958060289
2 31 33474.597600254187
2 32 31165.698919264803
2 33 30290.858021528962
2 34 28026.566955452985
2 35 27271.072059218412
2 36 25098.892881787786
2 37 24460.634109225281
2 38 22418.072001573189
2 39 21892.003705006744
2 40 20006.782587017249
2 41 19585.903528187846
2 42 17876.435565714914
2 43 17552.540151230711
2 44 16028.596959376011
2 45 15792.815492934171
2 46 14456.346022869378
2 47 14299.50329775858
2 48 13145.542934204406
2 49 13058.370796880656
2 50 12075.989882544216
2 51 12049.231020387026
2 52 11222.47785309258
2 53 11246.916427209708
2 54 10555.72247651474
2 55 10622.163066888268
2 56 10043.119117492863
2 57 10142.376647336201
2 58 9650.5095284988456
2 59 9774.6095267315759
2 60 9330.0211623786745
2 61 9427.9099851898354
2 62 9110.9279793021706
2 63 10000
3 0 -1.2053228064364703
3 1 -1.2053228064364703
3 2 6261.8699513313022
3 3 9518.5525728893626
3 4 15263.834017489185
3 5 17455.87461075922
3 6 22156.036936536264
3 7 23598.674079198216
3 8 27320.377259892924
3 9 28126.000852634905
3 10 30937.784974238824
3 11 31234.592563771897
3 12 33210.962327219757
3 13 33116.34595546659
3 14 34338.701885969029
3 15 33959.109849554516
3 16 34513.232803476494
3 17 33941.817548001913
3 18 33916.128336562491
3 19 33231.867648182917
3 20 32715.636868795365
3 21 31983.180877584204
3 22 31064.756379528262
3 23 30334.958880311715
3 24 29100.057570551668
3 25 28411.037265491894
3 26 26941.150195822003
3 27 26319.727745970304
3 28 24690.691657887168
3 29 24154.051135284364
3 30 22434.836258350108
3 31 21992.272670092818
3 32 20244.0274539069
3 33 19898.662149416868
3 34 18174.041933771263
3 35 17924.41253092439
3 36 16267.202824068396
3 37 16108.66129324449
3 38 14553.689328826111
3 39 14479.568705256212
3 40 13052.881131385551
3 41 13055.415960477436
3 42 11774.687380945423
3 43 11845.693881052897
3 44 10720.82155901771
3 45 10852.159601561596
3 46 9885.9944844505444
3 47 10069.844391858231
3 48 9259.0077672737862
3 49 9488.0006773738278
3 50 8823.7388602931751
3 51 9090.9804273975715
3 52 8560.015985656506
3 53 8859.0409139305411
3 54 8444.3906917316926
3 55 8769.0718144988532
3 56 8450.7476582333529
3 57 8795.2208732577274
3 58 8551.8590846473962
3 59 8911.5717043299246
3 60 8708.1486367516463
3 61 9039.3616512948247
3 62 8951.1580812757238
3 63 10000
4 0 -20922.172832133576
4 1 -20922.172832133576
4 2 -14744.5284872263
4 3 -11489.893103953529
4 4 -5738.8471093445005
4 5 -3449.8438656432381
4 6 1346.4635183055861
4 7 2967.6635546194211
4 8 6866.9001349162236
